Fichero actualizado a fecha: 2019-03-07 03:11:01
Título;Descripción;Tag;FechaCreacion;FechaUltimaActualizacion;Frecuencia de actualización;Sector;Organismo responsable;AmbitoGeografico;Licencia;Formatos disponibles para descarga;EnlaceMasInformacion;Identificador;ultimaActualizacion;Enlace al contenido;
"Población Total de Castilla y León por sexo";"<p>Población total de Castilla y León por sexo en los últimos años - Serie histórica.</p>";"padrón, población, total";"20120327";;"Anual";"demografia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284176007510;20171020;"https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/poblacion_total_CyL/1284176007510";
"Población total por edades y sexo";"<p>Población total de Castilla y León por edades y sexo en los últimos años.</p>";"padrón, población, total, edades, sexo";"20120327";;"Anual";"demografia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284176005444;20171020;"https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/poblacion_edades-sexo/1284176005444";
"Población Total por provincias y sexo";"<p>Población Total por provincias y sexo de Castilla y León en los últimos años</p>";"padrón, población, total, sexo, provincias";"20120327";;"Anual";"demografia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/sie";1284176003287;20171020;"https://datosabiertos.jcyl.es/web/jcyl/set/es/demografia/poblacion_por_sexo/1284176003287";
"Permisos de pesca por coto";"<p>Relación de permisos de pesca asignados y sobrantes por coto en el año 2013 en Castilla y León.</p>";"Pesca, medio ambiente, cotos, provincia, sobrantes, asignados";"20130705";;"Anual";"medio-rural-pesca";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/web/jcyl/MedioAmbiente/es/Plantilla100/1131977482137/_/_/_";1284277275274;20170117;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-rural-pesca/permisos_pesca/1284277275274";
"Pescadores por provincia de residencia";"<p>Relación de pescadores por provincia de residencia desde el año 2009 en Castilla y León.</p>";"Pescadores, pesca, medio ambiente, cotos, provincia, residencia";"20130705";;"Anual";"medio-rural-pesca";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/web/jcyl/MedioAmbiente/es/Plantilla100/1131977482137/_/_/_";1284277279341;20170117;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-rural-pesca/pescadores_provincia/1284277279341";
"Planes y programas";"<p>
Planes y programas anuales y plurianuales en los que se fijen objetivos concretos, así como las actividades, medios y tiempo previsto para su consecución</p>";"planes, programas, planificación, estrategias";"20151130";;"Diaria";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, XML";"https://gobiernoabierto.jcyl.es/web/jcyl/GobiernoAbierto/es/Plantilla100/1284485236356/_/_/_";1284501571211;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/planes/1284501571211";
"Premios";"<p>Convocatorias de Premios de la Junta de Castilla y León en la Sede Electrónica</p>";"premios, sede, electronica";"20120327";;"Cada 4 horas";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, RSS, XML";"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100ListadoTramite/1251181077965/_/1235028397265/TipoTramiteElectronico";1284165766151;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/premios/1284165766151";
"Presas con Plan de Emergencias de Presa";"<p>Presas con Planes de Emergencia de Presa (PEP) en Castilla y León</p>";"Protección Civil, riesgo, inundaciones, presas";"20120906";;"Diaria";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, KML";"https://www.jcyl.es/web/jcyl/AdministracionPublica/es/Plantilla100/1283000077202/_/_/_";1284234225247;20120907;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/presas_con_plan_emergencia/1284234225247";
"Presupuestos Generales de la Comunidad de Castilla y León para 2016";"<p>Presupuestos Generales de la Comunidad de Castilla y León para 2016 donde se recogen todos los ingresos previstos y los gastos a realizar en 2016 por la Administración General de la Comunidad, sus organismos autónomos y entes públicos de derecho privado y aquellas otras entidades u órganos del sector público autonómico que tengan presupuesto limitativo.</p>";"presupuestos, administración pública, Junta de Castilla y León, economía, gastos, ingresos, 2016";"20160413";;"Anual";"hacienda";;;"CC-BY";"CSV";"https://hacienda.jcyl.es/web/jcyl/Hacienda/es/Plantilla100/1246993413454/_/_/_";1284548037482;20190110;"https://datosabiertos.jcyl.es/web/jcyl/set/es/hacienda/presupuestos2016/1284548037482";
"Productos de la marca ""Tierra de Sabor""";"<p>Registro de los productos que actualmente pertenecen a la marca de garantía Tierra de Sabor"".</p>
<p>El fichero de descarga está en formato CSV, pero con los campos separados por el carácter ""#"", ya que el carácter "";"" puede estar incluido en el contenido de los mismos.</p>";"Tierra de sabor, tds, registro tds, productos";"20130411";;"2 semanas";"comercio, economia";"Junta de Castilla y León, Instituto Tecnológico Agrario (ITA)";"Castilla y León";"CC-BY";"CSV";"http://www.tierradesabor.es/";1284264699132;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/comercio/productos_tierra_sabor/1284264699132";
"Provincias de origen de los pescadores que acuden a cada coto de pesca";"<p>Estadística por cada coto de pesca de las provincias de origen de los pescadores que acuden a cada coto de pesca de Castilla y León.</p>";"Pesca, medio ambiente, cotos, pescadores, provincia, sobrantes";"20130704";;"Anual";"medio-rural-pesca";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV";"https://www.jcyl.es/web/jcyl/MedioAmbiente/es/Plantilla100/1131977482137/_/_/_";1284276944728;20170117;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-rural-pesca/provincias_origen_por_coto/1284276944728";
"Puntos de recarga del vehículo eléctrico";"<p>Un vehículo eléctrico es un medio de transporte autónomo cuya fuente primaria de energía es la electricidad almacenada en unas baterías que se pueden cargar en un enchufe de corriente normal. Pueden ser bicicletas, motocicletas, automóviles, autobuses, etc.</p>
<p>En este conjunto de datos se ofrecen todos los puntos de recarga para vehículo eléctrico de la comunidad de Castilla y León.</p>";"directorio, vehículo eléctrico, recarga, puntos";"20130610";;"Diaria";"energia";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, RDF, XML";"https://vehiculoelectrico.jcyl.es/";1284273412751;20171005;"https://datosabiertos.jcyl.es/web/jcyl/set/es/energia/vehiculo_electrico/1284273412751";
"Relación de puntos de servicio móvil de los bibliobuses de Castilla y León";"<p>Detalle de los puntos de servicio móvil de los bibliobuses existentes en Castilla y León.</p>";"bibliobus, biblioteca, cultura, puntos, servicio, móvil";"20140310";;"Diaria";"cultura-ocio";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, XML";"https://bibliotecas.jcyl.es/web/jcyl/Bibliotecas/es/Plantilla50y50/1284320119389/_/_/_";1284294538460;20171006;"https://datosabiertos.jcyl.es/web/jcyl/set/es/cultura-ocio/puntos_servicio_movil/1284294538460";
"Registro de Actividades Alimentarias de Castilla y León";"<p>Registro de empresas, establecimientos y actividades alimentarias ubicadas en Castilla y León.</p>
<p>El fichero XML con los datos está comprimido en un archivo .zip para facilitar su descarga.</p>";"RAAL, registro, actividades alimentarias, establecimientos alimentarios";"20131010";;"Mensual";"salud, comercio";"Junta de Castilla y León";"Castilla y León";"CC-BY";"XML";"http://www.saludcastillayleon.es/profesionales/es/seguridad-alimentaria/registro-actividades-establecimientos-alimentarios, http://rgsa-web-aesan.msssi.es/rgsa/formulario_principal_js.jsp, http://servicios.jcyl.es/irea, http://www.aecosan.msssi.gob.es/AECOSAN/web/seguridad_alimentaria/seccion/registro.shtml";1284288111611;20160707;"https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/raal/1284288111611";
"Municipios con riesgo potencial poblacional de inundaciones";"<p>Registro de municipios con riesgo potencial poblacional de inundaciones extraído del Plan de Protección Civil ante el Riesgo de Inundaciones en la Comunidad Autónoma de Castilla y León (INUNcyl)</p>";"Protección Civil, riesgo inundaciones, INUNcyl";"20120906";;"Con la actualización del INUNcyl";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, KML";"https://www.jcyl.es/web/jcyl/AdministracionPublica/es/Plantilla100/1283000077202/_/_/_";1284234225653;20120907;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/riesgo_inundaciones/1284234225653";
"Servicios electrónicos";"<p>Aplicaciones de la Junta de Castilla y León en la Sede Electrónica que no implican la realización de un procedimiento electrónico.</p>";"servicios, sede, electronica";"20120327";;"Cada 4 horas";"sector-publico";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, JSON, RSS, XML";"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100ListadoTramite/1251181077965/_/1281373185200/TipoTramiteElectronico";1284165776882;20171006;"https://datosabiertos.jcyl.es/web/jcyl/set/es/sector-publico/servicios/1284165776882";
"Sistema de Información Geográfica de Parcelas Agrícolas (SIGPAC)";"<p>Información pública correspondiente a los recintos y parcelas de la base de datos del SIGPAC distribuido tanto por municipios como por provincias.</p>
<ul>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2012_ED50/Parcelario_SIGPAC_CyL_Municipios/' title='' >SIGPAC de Castilla y León - Descarga de datos por municipios 2012</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2012_ED50/Parcelario_SIGPAC_CyL_Provincias/' title='' >SIGPAC de Castilla y León - Descarga de datos por provincias 2012</a> </li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2013_ETRS89/Parcelario_SIGPAC_CyL_Municipios/' title='' >SIGPAC de Castilla y León - Descarga de datos por municipios 2013</a> </li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2013_ETRS89/Parcelario_SIGPAC_CyL_Provincias/' title='' >SIGPAC de Castilla y León - Descarga de datos por provincias 2013</a> </li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2014_ETRS89/Parcelario_SIGPAC_CyL_Municipios/' title='' >SIGPAC de Castilla y León - Descarga de datos por municipios 2014</a> </li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2014_ETRS89/Parcelario_SIGPAC_CyL_Provincias/' title='' >SIGPAC de Castilla y León - Descarga de datos por provincias 2014</a> </li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2015_ETRS89/Parcelario_SIGPAC_CyL_Municipios/' title='' >SIGPAC de Castilla y León - Descarga de datos por municipios 2015</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2015_ETRS89/Parcelario_SIGPAC_CyL_Provincias/' title='' >SIGPAC de Castilla y León - Descarga de datos por provincias 2015</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2016_ETRS89/Parcelario_SIGPAC_CyL_Municipios/' title='' >SIGPAC de Castilla y León - Descarga de datos por municipios 2016</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2016_ETRS89/Parcelario_SIGPAC_CyL_Provincias/' title='' >SIGPAC de Castilla y León - Descarga de datos por provincias 2016</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2017_ETRS89/Parcelario_SIGPAC_CyL_Municipios/' title='' >SIGPAC de Castilla y León - Descarga de datos por municipios 2017</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2017_ETRS89/Parcelario_SIGPAC_CyL_Provincias/' title='' >SIGPAC de Castilla y León - Descarga de datos por provincias 2017</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2018_ETRS89/Parcelario_SIGPAC_CyL_Municipios/' title='' >SIGPAC de Castilla y León - Descarga de datos por municipios 2018</a></li>
<li><a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/2018_ETRS89/Parcelario_SIGPAC_CyL_Provincias/' title='' >SIGPAC de Castilla y León - Descarga de datos por provincias 2018</a></li>
</ul>
<a href='http://ftp.itacyl.es/cartografia/05_SIGPAC/Catalogo_Metadatos/Informaci%C3%B3n%20General.txt'><img src='http://www.jcyl.es/futuretense_cs/JCYL_17/img/iconos/icono_texplano.png'/> Información sobre los datos SIGPAC disponibles kbytes </a>";"SIGPAC, Parcelario Agrícola";"20120704";;"Anual";"urbanismo-infraestructuras, medio-rural-pesca";"Junta de Castilla y León, Instituto Tecnológico Agrario (ITA), Fondo Español de Garantía Agraria";"Castilla y León";"IGCYL-NC";"SHP";"https://sigpac.jcyl.es/visor/";1284225645888;20180528;"https://datosabiertos.jcyl.es/web/jcyl/set/es/urbanismo-infraestructuras/SIGPAC/1284225645888";
"Aparcamientos en espacios naturales";"<p>Los aparcamientos son espacios habilitados para el estacionamiento de vehículos, que tiene como finalidad facilitar el acceso ordenado de los visitantes con el objeto de disminuir los impactos sobre el entorno</p>
<p>En este conjunto de datos se ofrece el conjunto de aparcamientos en los espacios naturales de Castilla y León</p>";"Aparcamientos, parking, red de espacios naturales, cartografía, información geográfica";"20141031";;"Continua";"medio-ambiente, turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, GML31, GML32, KML, SHP";"http://www.idecyl.jcyl.es/sigren/";1284378117797;20181114;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/aparcamientos/1284378117797";
"Árboles singulares en espacios naturales";"<p>Los árboles singulares son árboles de grandes dimensiones, de belleza o edad extraordinaria y que suele tener nombre propio. Muchos de estos árboles, además, forman parte de la historia y de las tradiciones populares, protagonistas en obras literarias y pictóricas. Algunos de ellos han alcanzado categoría de símbolo, al convertirse en aglutinadores de identidades vinculadas a un país, a una comunidad o a una ideología</p>
<p>En este conjunto de datos se ofrece el conjunto de árboles singulares en los espacios naturales de Castilla y León</p>";"árbol singular, red de espacios naturales, cartografía, información geográfica";"20141127";;"Continua";"medio-ambiente, turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, GML31, GML32, KML, SHP";"http://www.idecyl.jcyl.es/sigren/";1284378127197;20181114;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/arboles_singulares/1284378127197";
"Campamentos en espacios naturales";"<p>Los <strong>campamentos de turismo </strong>(campings) son equipamientos turísticos en un espacio al aire libre, destinado a facilitar, mediante pago, la estancia temporal de usuarios en tiendas de campaña, remolques habitables, caravanas y cualquier elemnto móvil similar. Esta dotado con instalaciones y servicios que facilitan su utiicación y, en algunos casos, con instalaciones de carácter permanete como pueden ser casa prefabricadas</p>
<p>Los <strong>campamentos juveniles</strong> son equipamientos al aire libre en los que el alojamiento se realiza generalmente mediante tiendas de campaña u otros elementos portátiles similares, estando dotados de unos elementos básicos fijos, debidamente preparados para el desarrollo de actividades de tiempo libre, culturales o educativas. Estas instalaciones pretenden ofrecer lugares debidamente acondicionados, en un contacto directo con la naturaleza y la diversidad medio-ambiental, para que los jóvenes, a través de sus Asociaciones Juveniles, Consejos de Juventud, Ayuntamientos, Colectivos Juveniles, etc. puedan realizar sus actividades y prestar servicios a la juventud (Orden ADM/1015/2008, de 4 de junio, por la que se aprueba la Carta de Servicios al Ciudadano de la Red de Campamentos Juveniles de Castilla y León. BOCyL, 17 de junio de 2008, núm 115, p.11878)</p>
<p>En este conjunto de datos se ofrece el conjunto de <strong>campamentos de turismo</strong> (campings) y de <strong>campamentos juveniles </strong>en los espacios naturales de Castilla y León</p>";"campamentos de turismo, campamentos juveniles, juvenil, campings, red de espacios naturales, cartografía, información geográfica";"20141127";;"Continua";"medio-ambiente, turismo";"Junta de Castilla y León";"Castilla y León";"CC-BY";"CSV, GML31, GML32, KML, SHP";"http://www.idecyl.jcyl.es/sigren/";1284378128806;20181114;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/campamentos_turismo/1284378128806";
